,X1,X2,pearson_abs,pearson_dir
1972,creatinine_min,bilirubin,0.12313650221739177,1.0
5497,bilirubin,creatinine_min,0.12313650221739177,1.0
4165,admission_type_ew_emer,ventilation_status_oxygen,0.12304391470141153,-1.0
4690,ventilation_status_oxygen,admission_type_ew_emer,0.12304391470141153,-1.0
2355,bicarbonate_max,abpm,0.12296851921642464,-1.0
5730,abpm,bicarbonate_max,0.12296851921642464,-1.0
1836,calcium_max,nbpd_max,0.12281548175836918,1.0
936,nbpd_max,calcium_max,0.12281548175836918,1.0
3135,ph_min,platelet_min,0.12258168145722356,1.0
1485,platelet_min,ph_min,0.12258168145722356,1.0
726,nbpm_min,ph_max,0.12240871577128393,1.0
3201,ph_max,nbpm_min,0.12240871577128393,1.0
253,weight,creatinine_min,0.12220456135697293,1.0
1903,creatinine_min,weight,0.12220456135697293,1.0
1223,rr_max,temperature_min,0.1220703996783243,1.0
548,temperature_min,rr_max,0.1220703996783243,1.0
729,nbpm_min,po2_min,0.12147502613267487,1.0
3429,po2_min,nbpm_min,0.12147502613267487,1.0
89,anchor_age,nbps_min,0.12130330006901811,-1.0
989,nbps_min,anchor_age,0.12130330006901811,-1.0
1710,bun_max,lactate_max,0.1211428287053822,1.0
2910,lactate_max,bun_max,0.1211428287053822,1.0
3438,po2_min,spo2_max,0.12099617050658301,1.0
1413,spo2_max,po2_min,0.12099617050658301,1.0
72,n_stays,bilirubin,0.12078152223350283,1.0
5472,bilirubin,n_stays,0.12078152223350283,1.0
2340,bicarbonate_max,ventilation_status_noninvasivevent,0.12069151533648217,1.0
4590,ventilation_status_noninvasivevent,bicarbonate_max,0.12069151533648217,1.0
5427,albumin,potassium_min,0.12015353833431766,-1.0
2427,potassium_min,albumin,0.12015353833431766,-1.0
391,heart_rate_min,nbpd_min,0.11970798376902926,1.0
841,nbpd_min,heart_rate_min,0.11970798376902926,1.0
2536,sodium_min,glucose_max,0.11948308367024543,-1.0
2161,glucose_max,sodium_min,0.11948308367024543,-1.0
2397,potassium_min,ph_min,0.11908653157286053,-1.0
3147,ph_min,potassium_min,0.11908653157286053,-1.0
1087,nbps_max,calcium_min,0.1188865461540711,1.0
1762,calcium_min,nbps_max,0.1188865461540711,1.0
5328,milrinone,temperature_max,0.11853114206163523,-1.0
678,temperature_max,milrinone,0.11853114206163523,-1.0
30,n_stays,bicarbonate_max,0.11813375975208826,-1.0
2280,bicarbonate_max,n_stays,0.11813375975208826,-1.0
1080,nbps_max,rr_max,0.11797780702128091,1.0
1230,rr_max,nbps_max,0.11797780702128091,1.0
3735,urineoutput,nbpd_min,0.11790540826912631,1.0
885,nbpd_min,urineoutput,0.11790540826912631,1.0
419,heart_rate_min,magnesium_min,0.11772288336973483,-1.0
2969,magnesium_min,heart_rate_min,0.11772288336973483,-1.0
517,heart_rate_max,ventilation_status_oxygen,0.11759414170599485,-1.0
4642,ventilation_status_oxygen,heart_rate_max,0.11759414170599485,-1.0
688,nbpm_min,height_chart,0.11737685053151445,1.0
313,height_chart,nbpm_min,0.11737685053151445,1.0
2375,potassium_min,platelet_min,0.11730866920986374,1.0
1475,platelet_min,potassium_min,0.11730866920986374,1.0
2025,creatinine_max,urineoutput,0.11715319567270982,-1.0
3750,urineoutput,creatinine_max,0.11715319567270982,-1.0
3203,ph_max,nbpd_min,0.11710927972168524,1.0
878,nbpd_min,ph_max,0.11710927972168524,1.0
3137,ph_min,bun_min,0.11704986616214987,-1.0
1637,bun_min,ph_min,0.11704986616214987,-1.0
249,weight,bun_min,0.11662193155721708,1.0
1599,bun_min,weight,0.11662193155721708,1.0
5041,norepinephrine,creatinine_min,0.1165599568876696,1.0
1966,creatinine_min,norepinephrine,0.1165599568876696,1.0
1607,bun_min,nbpd_min,0.11644864608107339,-1.0
857,nbpd_min,bun_min,0.11644864608107339,-1.0
1060,nbps_min,bilirubin,0.11619810620884354,-1.0
5485,bilirubin,nbps_min,0.11619810620884354,-1.0
1512,platelet_min,vasopressin,0.11600028928813351,-1.0
5187,vasopressin,platelet_min,0.11600028928813351,-1.0
1112,nbps_max,sofa,0.1159809767472872,-1.0
3662,sofa,nbps_max,0.1159809767472872,-1.0
22,n_stays,bun_max,0.11591465839778078,-1.0
1672,bun_max,n_stays,0.11591465839778078,-1.0
5719,abpm,platelet_min,0.11586056438449066,-1.0
1519,platelet_min,abpm,0.11586056438449066,-1.0
2142,glucose_max,nbps_max,0.11571681783229369,1.0
1092,nbps_max,glucose_max,0.11571681783229369,1.0
5049,norepinephrine,sodium_min,0.11556784507239709,-1.0
2574,sodium_min,norepinephrine,0.11556784507239709,-1.0
5503,bilirubin,potassium_min,0.1152415657096032,-1.0
2428,potassium_min,bilirubin,0.1152415657096032,-1.0
1244,rr_max,glucose_max,0.11517976020551618,1.0
2144,glucose_max,rr_max,0.11517976020551618,1.0
5168,vasopressin,n_stays,0.11503732460675727,1.0
68,n_stays,vasopressin,0.11503732460675727,1.0
1490,platelet_min,po2_max,0.1146150013279253,-1.0
3515,po2_max,platelet_min,0.1146150013279253,-1.0
3517,po2_max,bun_min,0.11440167774237137,-1.0
1642,bun_min,po2_max,0.11440167774237137,-1.0
1873,calcium_max,urineoutput,0.11426173511110492,1.0
3748,urineoutput,calcium_max,0.11426173511110492,1.0
2920,lactate_max,potassium_max,0.11420814487169491,1.0
2470,potassium_max,lactate_max,0.11420814487169491,1.0
288,weight,ventilation_status_noninvasivevent,0.11412447758911651,1.0
4563,ventilation_status_noninvasivevent,weight,0.11412447758911651,1.0
48,n_stays,sofa,0.11356697116807817,1.0
3648,sofa,n_stays,0.11356697116807817,1.0
541,temperature_min,nbpm_min,0.11351668239186305,1.0
691,nbpm_min,temperature_min,0.11351668239186305,1.0
858,nbpd_min,bun_max,0.11342521643355541,-1.0
1683,bun_max,nbpd_min,0.11342521643355541,-1.0
2277,bicarbonate_min,abps,0.11338064244550161,-1.0
5577,abps,bicarbonate_min,0.11338064244550161,-1.0
2493,potassium_max,ventilation_status_oxygen,0.11337891069775234,-1.0
4668,ventilation_status_oxygen,potassium_max,0.11337891069775234,-1.0
5653,abpd,bicarbonate_min,0.1132703993417947,-1.0
2278,bicarbonate_min,abpd,0.1132703993417947,-1.0
3712,sofa,dopamine,0.11306714947111418,1.0
4912,dopamine,sofa,0.11306714947111418,1.0
3197,ph_max,heart_rate_min,0.1130572808185814,-1.0
422,heart_rate_min,ph_max,0.1130572808185814,-1.0
2977,magnesium_min,nbps_min,0.11296601624470218,1.0
1027,nbps_min,magnesium_min,0.11296601624470218,1.0
1518,platelet_min,abpd,0.11287133338607887,-1.0
5643,abpd,platelet_min,0.11287133338607887,-1.0
5567,abps,platelet_min,0.11284789231152055,-1.0
1517,platelet_min,abps,0.11284789231152055,-1.0
3131,ph_min,rr_min,0.11268405636264289,1.0
1181,rr_min,ph_min,0.11268405636264289,1.0
3122,ph_min,heart_rate_max,0.11260254255055127,-1.0
497,heart_rate_max,ph_min,0.11260254255055127,-1.0
2279,bicarbonate_min,abpm,0.11250256809284062,-1.0
5729,abpm,bicarbonate_min,0.11250256809284062,-1.0
3567,po2_max,albumin,0.11245881857760943,-1.0
5442,albumin,po2_max,0.11245881857760943,-1.0
2319,bicarbonate_max,magnesium_min,0.11218883840480677,1.0
2994,magnesium_min,bicarbonate_max,0.11218883840480677,1.0
4813,gender_m,creatinine_min,0.11217235075473085,1.0
1963,creatinine_min,gender_m,0.11217235075473085,1.0
607,temperature_min,abpm,0.11156256111930937,-1.0
5707,abpm,temperature_min,0.11156256111930937,-1.0
4382,admission_type_urgent,admission_type_direct_emer,0.11122609691611532,-1.0
3857,admission_type_direct_emer,admission_type_urgent,0.11122609691611532,-1.0
2741,wbc_max,heart_rate_min,0.11113619002519587,1.0
416,heart_rate_min,wbc_max,0.11113619002519587,1.0
748,nbpm_min,dopamine,0.11104667602041143,-1.0
4873,dopamine,nbpm_min,0.11104667602041143,-1.0
4500,ventilation_status_invasivevent,rr_max,0.11102820778830076,-1.0
1275,rr_max,ventilation_status_invasivevent,0.11102820778830076,-1.0
1458,platelet_min,nbps_max,0.11082571330061639,1.0
1083,nbps_max,platelet_min,0.11082571330061639,1.0
606,temperature_min,abpd,0.11073001539974103,-1.0
5631,abpd,temperature_min,0.11073001539974103,-1.0
5555,abps,temperature_min,0.11069052024213444,-1.0
605,temperature_min,abps,0.11069052024213444,-1.0
5179,vasopressin,nbpd_min,0.11053745856043592,-1.0
904,nbpd_min,vasopressin,0.11053745856043592,-1.0
5040,norepinephrine,calcium_max,0.11024286608093595,-1.0
1890,calcium_max,norepinephrine,0.11024286608093595,-1.0
2016,creatinine_max,magnesium_max,0.1102240581208996,1.0
3066,magnesium_max,creatinine_max,0.1102240581208996,1.0
4875,dopamine,nbpd_min,0.10975276878527455,-1.0
900,nbpd_min,dopamine,0.10975276878527455,-1.0
5396,albumin,n_stays,0.10950251147442042,1.0
71,n_stays,albumin,0.10950251147442042,1.0
2264,bicarbonate_min,ventilation_status_noninvasivevent,0.10929442309531773,1.0
4589,ventilation_status_noninvasivevent,bicarbonate_min,0.10929442309531773,1.0
250,weight,bun_max,0.10927579300665294,1.0
1675,bun_max,weight,0.10927579300665294,1.0
5505,bilirubin,sodium_min,0.10899285557313682,-1.0
2580,sodium_min,bilirubin,0.10899285557313682,-1.0
4814,gender_m,creatinine_max,0.10867005783944526,1.0
2039,creatinine_max,gender_m,0.10867005783944526,1.0
2300,bicarbonate_max,platelet_max,0.10845576168333192,1.0
1550,platelet_max,bicarbonate_max,0.10845576168333192,1.0
2521,sodium_min,nbps_min,0.1084221074989822,1.0
1021,nbps_min,sodium_min,0.1084221074989822,1.0
5121,phenylephrine,bicarbonate_min,0.1084179944205049,-1.0
2271,bicarbonate_min,phenylephrine,0.1084179944205049,-1.0
1949,creatinine_min,urineoutput,0.1083293997258709,-1.0
3749,urineoutput,creatinine_min,0.1083293997258709,-1.0
1411,spo2_max,pco2_min,0.10823416857345516,-1.0
3286,pco2_min,spo2_max,0.10823416857345516,-1.0
2206,bicarbonate_min,suspected_infection,0.10792803874203348,-1.0
181,suspected_infection,bicarbonate_min,0.10792803874203348,-1.0
3061,magnesium_max,bun_min,0.10789504541879584,1.0
1636,bun_min,magnesium_max,0.10789504541879584,1.0
2390,potassium_min,sodium_max,0.10786789517373661,-1.0
2615,sodium_max,potassium_min,0.10786789517373661,-1.0
470,heart_rate_max,nbps_max,0.10783612293552537,1.0
1070,nbps_max,heart_rate_max,0.10783612293552537,1.0
2797,wbc_max,ventilation_status_oxygen,0.10777771546679046,-1.0
4672,ventilation_status_oxygen,wbc_max,0.10777771546679046,-1.0
3307,pco2_min,magnesium_min,0.10773891404945439,1.0
3007,magnesium_min,pco2_min,0.10773891404945439,1.0
610,temperature_max,suspected_infection,0.10768793719516463,1.0
160,suspected_infection,temperature_max,0.10768793719516463,1.0
2065,glucose_min,nbps_min,0.10725156479541251,1.0
1015,nbps_min,glucose_min,0.10725156479541251,1.0
3237,ph_max,po2_min,0.10702522038963935,1.0
3462,po2_min,ph_max,0.10702522038963935,1.0
2123,glucose_min,albumin,0.10699098198507993,-1.0
5423,albumin,glucose_min,0.10699098198507993,-1.0
5464,albumin,vasopressin,0.10672158762152409,1.0
5239,vasopressin,albumin,0.10672158762152409,1.0
1113,nbps_max,urineoutput,0.10648124663818187,1.0
3738,urineoutput,nbps_max,0.10648124663818187,1.0
5201,vasopressin,sodium_min,0.10645308973774373,-1.0
2576,sodium_min,vasopressin,0.10645308973774373,-1.0
2438,potassium_max,heart_rate_max,0.10643564379897215,1.0
488,heart_rate_max,potassium_max,0.10643564379897215,1.0
404,heart_rate_min,calcium_max,0.10642263383242702,-1.0
1829,calcium_max,heart_rate_min,0.10642263383242702,-1.0
418,heart_rate_min,lactate_max,0.10566123785750443,1.0
2893,lactate_max,heart_rate_min,0.10566123785750443,1.0
1093,nbps_max,bicarbonate_min,0.1055512403158072,1.0
2218,bicarbonate_min,nbps_max,0.1055512403158072,1.0
3770,urineoutput,po2_max,0.10551058590855869,-1.0
3545,po2_max,urineoutput,0.10551058590855869,-1.0
1775,calcium_min,glucose_min,0.10547555792028257,1.0
2075,glucose_min,calcium_min,0.10547555792028257,1.0
143,anchor_age,phenylephrine,0.1053552603388967,1.0
5093,phenylephrine,anchor_age,0.1053552603388967,1.0
1288,rr_max,bilirubin,0.10513195567112604,1.0
5488,bilirubin,rr_max,0.10513195567112604,1.0
543,temperature_min,nbpd_min,0.10509289773338198,1.0
843,nbpd_min,temperature_min,0.10509289773338198,1.0
5292,dobutamine,sofa,0.10506584469491416,1.0
3717,sofa,dobutamine,0.10506584469491416,1.0
5085,norepinephrine,dobutamine,0.10497735167756886,1.0
5310,dobutamine,norepinephrine,0.10497735167756886,1.0
3626,gcs_min,admission_type_ew_emer,0.10487886394193346,-1.0
4151,admission_type_ew_emer,gcs_min,0.10487886394193346,-1.0
4236,admission_type_observation_admit,admission_type_surgical_same_day_admission,0.10478413029950169,-1.0
4311,admission_type_surgical_same_day_admission,admission_type_observation_admit,0.10478413029950169,-1.0
5052,norepinephrine,wbc_max,0.10470927315286828,1.0
2802,wbc_max,norepinephrine,0.10470927315286828,1.0
1671,bun_min,abpm,0.10470914552873914,-1.0
5721,abpm,bun_min,0.10470914552873914,-1.0
3452,po2_min,potassium_max,0.10457283814201762,-1.0
2477,potassium_max,po2_min,0.10457283814201762,-1.0
3998,admission_type_elective,po2_max,0.10452411223636536,1.0
3548,po2_max,admission_type_elective,0.10452411223636536,1.0
3030,magnesium_min,norepinephrine,0.10423594182677054,-1.0
5055,norepinephrine,magnesium_min,0.10423594182677054,-1.0
2594,sodium_max,nbpm_max,0.10415940031258535,1.0
794,nbpm_max,sodium_max,0.10415940031258535,1.0
881,nbpd_min,po2_min,0.10381242443849056,1.0
3431,po2_min,nbpd_min,0.10381242443849056,1.0
1669,bun_min,abps,0.10377073281773751,-1.0
5569,abps,bun_min,0.10377073281773751,-1.0
1150,rr_min,nbpm_max,0.1037407644121562,1.0
775,nbpm_max,rr_min,0.1037407644121562,1.0
5645,abpd,bun_min,0.1037372544161264,-1.0
1670,bun_min,abpd,0.1037372544161264,-1.0
826,nbpm_max,norepinephrine,0.10365159517967136,-1.0
5026,norepinephrine,nbpm_max,0.10365159517967136,-1.0
3377,pco2_max,sodium_min,0.1035862112813909,1.0
2552,sodium_min,pco2_max,0.1035862112813909,1.0
5437,albumin,ph_min,0.10355554231641252,-1.0
3187,ph_min,albumin,0.10355554231641252,-1.0
4656,ventilation_status_oxygen,platelet_max,0.10337380674420515,-1.0
1581,platelet_max,ventilation_status_oxygen,0.10337380674420515,-1.0
1971,creatinine_min,albumin,0.10322326214393482,1.0
5421,albumin,creatinine_min,0.10322326214393482,1.0
45,n_stays,po2_min,0.10298023627030267,-1.0
3420,po2_min,n_stays,0.10298023627030267,-1.0
3241,ph_max,urineoutput,0.10273622302170327,1.0
3766,urineoutput,ph_max,0.10273622302170327,1.0
2376,potassium_min,platelet_max,0.10271826143551528,1.0
1551,platelet_max,potassium_min,0.10271826143551528,1.0
545,temperature_min,nbps_min,0.1027064684940364,1.0
995,nbps_min,temperature_min,0.1027064684940364,1.0
1832,calcium_max,temperature_max,0.10256520024650073,-1.0
632,temperature_max,calcium_max,0.10256520024650073,-1.0
1815,calcium_min,phenylephrine,0.10253807356687572,-1.0
5115,phenylephrine,calcium_min,0.10253807356687572,-1.0
1154,rr_min,nbps_max,0.10221425368159685,1.0
1079,nbps_max,rr_min,0.10221425368159685,1.0
4105,admission_type_ew_emer,anchor_age,0.10210675562385288,-1.0
130,anchor_age,admission_type_ew_emer,0.10210675562385288,-1.0
439,heart_rate_min,ventilation_status_invasivevent,0.10209517403117509,-1.0
4489,ventilation_status_invasivevent,heart_rate_min,0.10209517403117509,-1.0
3478,po2_min,ventilation_status_highflow,0.10209152250268667,-1.0
4453,ventilation_status_highflow,po2_min,0.10209152250268667,-1.0
2019,creatinine_max,pco2_min,0.10202855346983532,-1.0
3294,pco2_min,creatinine_max,0.10202855346983532,-1.0
3556,po2_max,ventilation_status_noninvasivevent,0.10179894899176886,-1.0
4606,ventilation_status_noninvasivevent,po2_max,0.10179894899176886,-1.0
1252,rr_max,wbc_max,0.10178970211699893,1.0
2752,wbc_max,rr_max,0.10178970211699893,1.0
2687,wbc_min,glucose_min,0.10148475685348983,1.0
2087,glucose_min,wbc_min,0.10148475685348983,1.0
1265,rr_max,urineoutput,0.10140784707753689,1.0
3740,urineoutput,rr_max,0.10140784707753689,1.0
5158,phenylephrine,norepinephrine,0.10128634925847455,1.0
5083,norepinephrine,phenylephrine,0.10128634925847455,1.0
1503,platelet_min,ventilation_status_invasivevent,0.10119824978134388,-1.0
4503,ventilation_status_invasivevent,platelet_min,0.10119824978134388,-1.0
2556,sodium_min,sofa,0.1010701325601391,-1.0
3681,sofa,sodium_min,0.1010701325601391,-1.0
5513,bilirubin,ph_min,0.1009865245147031,-1.0
3188,ph_min,bilirubin,0.1009865245147031,-1.0
4677,ventilation_status_oxygen,ph_min,0.10081423398361969,1.0
3177,ph_min,ventilation_status_oxygen,0.10081423398361969,1.0
2435,potassium_max,weight,0.10073325183045072,1.0
260,weight,potassium_max,0.10073325183045072,1.0
274,weight,po2_max,0.10064972494447337,-1.0
3499,po2_max,weight,0.10064972494447337,-1.0
1653,bun_min,admission_type_urgent,0.10062173710575315,1.0
4353,admission_type_urgent,bun_min,0.10062173710575315,1.0
3663,sofa,rr_min,0.10059358417229647,-1.0
1188,rr_min,sofa,0.10059358417229647,-1.0
783,nbpm_max,calcium_min,0.10018289887098694,1.0
1758,calcium_min,nbpm_max,0.10018289887098694,1.0
1301,spo2_min,nbpm_min,0.09999986504703381,1.0
701,nbpm_min,spo2_min,0.09999986504703381,1.0
629,temperature_max,bun_min,0.09991150808607606,-1.0
1604,bun_min,temperature_max,0.09991150808607606,-1.0
5086,norepinephrine,milrinone,0.09985253315894685,1.0
5386,milrinone,norepinephrine,0.09985253315894685,1.0
4403,admission_type_urgent,albumin,0.09976107486006622,1.0
5453,albumin,admission_type_urgent,0.09976107486006622,1.0
859,nbpd_min,calcium_min,0.09969044790879433,1.0
1759,calcium_min,nbpd_min,0.09969044790879433,1.0
1094,nbps_max,bicarbonate_max,0.09959999170205973,1.0
2294,bicarbonate_max,nbps_max,0.09959999170205973,1.0
2021,creatinine_max,po2_min,0.0994737904706924,-1.0
3446,po2_min,creatinine_max,0.0994737904706924,-1.0
3425,po2_min,heart_rate_min,0.099373184274224,-1.0
425,heart_rate_min,po2_min,0.099373184274224,-1.0
25,n_stays,creatinine_min,0.09930018286538483,-1.0
1900,creatinine_min,n_stays,0.09930018286538483,-1.0
5194,vasopressin,creatinine_max,0.09919133753172446,1.0
2044,creatinine_max,vasopressin,0.09919133753172446,1.0
2249,bicarbonate_min,po2_min,0.09910753666456114,1.0
3449,po2_min,bicarbonate_min,0.09910753666456114,1.0
201,suspected_infection,urineoutput,0.09907936401002525,-1.0
3726,urineoutput,suspected_infection,0.09907936401002525,-1.0
2058,glucose_min,heart_rate_max,0.0990418020511478,1.0
483,heart_rate_max,glucose_min,0.0990418020511478,1.0
1152,rr_min,nbpd_max,0.09904044741267984,1.0
927,nbpd_max,rr_min,0.09904044741267984,1.0
4424,ventilation_status_highflow,rr_max,0.09900584041985597,1.0
1274,rr_max,ventilation_status_highflow,0.09900584041985597,1.0
1147,rr_min,temperature_min,0.09879612802204815,1.0
547,temperature_min,rr_min,0.09879612802204815,1.0
1728,bun_max,admission_type_surgical_same_day_admission,0.09871419939988163,-1.0
4278,admission_type_surgical_same_day_admission,bun_max,0.09871419939988163,-1.0
132,anchor_age,admission_type_surgical_same_day_admission,0.0987134131778167,1.0
4257,admission_type_surgical_same_day_admission,anchor_age,0.0987134131778167,1.0
66,n_stays,norepinephrine,0.09856911900393898,1.0
5016,norepinephrine,n_stays,0.09856911900393898,1.0
2152,glucose_max,calcium_max,0.09853167807492136,1.0
1852,calcium_max,glucose_max,0.09853167807492136,1.0
5178,vasopressin,nbpm_max,0.0985141447351805,-1.0
828,nbpm_max,vasopressin,0.0985141447351805,-1.0
99,anchor_age,calcium_min,0.09843911785761066,1.0
1749,calcium_min,anchor_age,0.09843911785761066,1.0
717,nbpm_min,sodium_min,0.09837324667337748,1.0
2517,sodium_min,nbpm_min,0.09837324667337748,1.0
561,temperature_min,bicarbonate_min,0.09833976460083212,1.0
2211,bicarbonate_min,temperature_min,0.09833976460083212,1.0
990,nbps_min,suspected_infection,0.09828217201606186,-1.0
165,suspected_infection,nbps_min,0.09828217201606186,-1.0
4930,dopamine,norepinephrine,0.09818762530298542,1.0
5080,norepinephrine,dopamine,0.09818762530298542,1.0
1544,platelet_max,calcium_max,0.09798284609687478,1.0
1844,calcium_max,platelet_max,0.09798284609687478,1.0
1428,spo2_max,ventilation_status_noninvasivevent,0.09791860015991083,-1.0
4578,ventilation_status_noninvasivevent,spo2_max,0.09791860015991083,-1.0
1133,nbps_max,dobutamine,0.0976321240810441,-1.0
5258,dobutamine,nbps_max,0.0976321240810441,-1.0
490,heart_rate_max,sodium_max,0.09762485089743886,1.0
2590,sodium_max,heart_rate_max,0.09762485089743886,1.0
3509,po2_max,nbps_min,0.09755377139098528,1.0
1034,nbps_min,po2_max,0.09755377139098528,1.0
1552,platelet_max,potassium_max,0.09754696256003172,1.0
2452,potassium_max,platelet_max,0.09754696256003172,1.0
3443,po2_min,calcium_min,0.0974654547798253,1.0
1793,calcium_min,po2_min,0.0974654547798253,1.0
655,temperature_max,gcs_min,0.09744156233146174,-1.0
3580,gcs_min,temperature_max,0.09744156233146174,-1.0
5252,dobutamine,temperature_max,0.09737194052434577,-1.0
677,temperature_max,dobutamine,0.09737194052434577,-1.0
713,nbpm_min,bicarbonate_min,0.0971980674117104,1.0
2213,bicarbonate_min,nbpm_min,0.0971980674117104,1.0
3518,po2_max,bun_max,0.0971517112991688,-1.0
1718,bun_max,po2_max,0.0971517112991688,-1.0
917,nbpd_max,heart_rate_min,0.09701731204130877,1.0
392,heart_rate_min,nbpd_max,0.09701731204130877,1.0
1747,bun_max,abpm,0.09690847044045439,-1.0
5722,abpm,bun_max,0.09690847044045439,-1.0
1305,spo2_min,nbps_min,0.09673082281677868,1.0
1005,nbps_min,spo2_min,0.09673082281677868,1.0
4621,ventilation_status_noninvasivevent,ventilation_status_oxygen,0.09658876436300956,1.0
4696,ventilation_status_oxygen,ventilation_status_noninvasivevent,0.09658876436300956,1.0
1681,bun_max,nbpm_min,0.09655908256309334,-1.0
706,nbpm_min,bun_max,0.09655908256309334,-1.0
1118,nbps_max,admission_type_ew_emer,0.09653668621021218,1.0
4118,admission_type_ew_emer,nbps_max,0.09653668621021218,1.0
3643,gcs_min,albumin,0.09641376275487418,-1.0
5443,albumin,gcs_min,0.09641376275487418,-1.0
2465,potassium_max,sodium_min,0.09631948144552156,-1.0
2540,sodium_min,potassium_max,0.09631948144552156,-1.0
1248,rr_max,potassium_max,0.09629832141312639,1.0
2448,potassium_max,rr_max,0.09629832141312639,1.0
1605,bun_min,nbpm_min,0.0962377646136841,-1.0
705,nbpm_min,bun_min,0.0962377646136841,-1.0
1303,spo2_min,nbpd_min,0.09619413225963322,1.0
853,nbpd_min,spo2_min,0.09619413225963322,1.0
1746,bun_max,abpd,0.09618870556692208,-1.0
5646,abpd,bun_max,0.09618870556692208,-1.0
1745,bun_max,abps,0.09617767693476634,-1.0
5570,abps,bun_max,0.09617767693476634,-1.0
1823,calcium_min,abpm,0.09617250289704078,-1.0
5723,abpm,calcium_min,0.09617250289704078,-1.0
1251,rr_max,wbc_min,0.09594709377292639,1.0
2676,wbc_min,rr_max,0.09594709377292639,1.0
2945,lactate_max,admission_type_urgent,0.09551924678393138,1.0
4370,admission_type_urgent,lactate_max,0.09551924678393138,1.0
2691,wbc_min,potassium_min,0.09545788891472558,1.0
2391,potassium_min,wbc_min,0.09545788891472558,1.0
1097,nbps_max,sodium_min,0.09507686094354724,1.0
2522,sodium_min,nbps_max,0.09507686094354724,1.0
3288,pco2_min,platelet_max,0.09483463416666127,1.0
1563,platelet_max,pco2_min,0.09483463416666127,1.0
2699,wbc_min,magnesium_min,0.09481652898068897,1.0
2999,magnesium_min,wbc_min,0.09481652898068897,1.0
1549,platelet_max,bicarbonate_min,0.09479732044379208,1.0
2224,bicarbonate_min,platelet_max,0.09479732044379208,1.0
5190,vasopressin,bun_max,0.09478853969305474,1.0
1740,bun_max,vasopressin,0.09478853969305474,1.0
4287,admission_type_surgical_same_day_admission,potassium_min,0.09469509654498749,1.0
2412,potassium_min,admission_type_surgical_same_day_admission,0.09469509654498749,1.0
3705,sofa,admission_type_urgent,0.09453173056937773,1.0
4380,admission_type_urgent,sofa,0.09453173056937773,1.0
4877,dopamine,nbps_min,0.09442714888285855,-1.0
1052,nbps_min,dopamine,0.09442714888285855,-1.0
3032,magnesium_min,vasopressin,0.09438554253686376,-1.0
5207,vasopressin,magnesium_min,0.09438554253686376,-1.0
4706,ventilation_status_oxygen,milrinone,0.09435385987616908,1.0
5381,milrinone,ventilation_status_oxygen,0.09435385987616908,1.0
2347,bicarbonate_max,phenylephrine,0.0943523642757759,-1.0
5122,phenylephrine,bicarbonate_max,0.0943523642757759,-1.0
5524,bilirubin,admission_type_elective,0.0941153831452971,-1.0
4024,admission_type_elective,bilirubin,0.0941153831452971,-1.0
1535,platelet_max,rr_min,0.09408779216373996,1.0
1160,rr_min,platelet_max,0.09408779216373996,1.0
2967,magnesium_min,weight,0.09406967923310992,1.0
267,weight,magnesium_min,0.09406967923310992,1.0
5435,albumin,magnesium_min,0.09384954097516732,-1.0
3035,magnesium_min,albumin,0.09384954097516732,-1.0
3496,po2_max,n_stays,0.09372280990684649,-1.0
46,n_stays,po2_max,0.09372280990684649,-1.0
626,temperature_max,spo2_max,0.09370528801926828,1.0
1376,spo2_max,temperature_max,0.09370528801926828,1.0
2631,sodium_max,gcs_min,0.09364090085590598,-1.0
3606,gcs_min,sodium_max,0.09364090085590598,-1.0
1543,platelet_max,calcium_min,0.09340536068419485,1.0
1768,calcium_min,platelet_max,0.09340536068419485,1.0
2666,wbc_min,heart_rate_max,0.09334195517859396,1.0
491,heart_rate_max,wbc_min,0.09334195517859396,1.0
1863,calcium_max,magnesium_min,0.09331884990862913,1.0
2988,magnesium_min,calcium_max,0.09331884990862913,1.0
1634,bun_min,lactate_max,0.09327947275929464,1.0
2909,lactate_max,bun_min,0.09327947275929464,1.0
4013,admission_type_elective,ventilation_status_oxygen,0.09314335806099408,1.0
4688,ventilation_status_oxygen,admission_type_elective,0.09314335806099408,1.0
409,heart_rate_min,bicarbonate_min,0.09309765413167244,-1.0
2209,bicarbonate_min,heart_rate_min,0.09309765413167244,-1.0
2925,lactate_max,lactate_min,0.0928961979725672,1.0
2850,lactate_min,lactate_max,0.0928961979725672,1.0
4527,ventilation_status_invasivevent,pco2_min,0.09287842083905656,-1.0
3327,pco2_min,ventilation_status_invasivevent,0.09287842083905656,-1.0
21,n_stays,bun_min,0.09286851173054342,-1.0
1596,bun_min,n_stays,0.09286851173054342,-1.0
2351,bicarbonate_max,albumin,0.09279791915940762,-1.0
5426,albumin,bicarbonate_max,0.09279791915940762,-1.0
5647,abpd,calcium_min,0.0927117115665418,-1.0
1822,calcium_min,abpd,0.0927117115665418,-1.0
5571,abps,calcium_min,0.0925442831678532,-1.0
1821,calcium_min,abps,0.0925442831678532,-1.0
1999,creatinine_max,calcium_min,0.09229800173449047,-1.0
1774,calcium_min,creatinine_max,0.09229800173449047,-1.0
1945,creatinine_min,po2_min,0.0920794503086153,-1.0
3445,po2_min,creatinine_min,0.0920794503086153,-1.0
5334,milrinone,nbps_max,0.09164591567834716,-1.0
